     R/R2    Teta(deg)    Cp    
   1.01905    63.877    .62378
   1.01905    64.695    .61224
   1.01905    66.332    .59031
   1.01905    67.970    .55754
   1.01905    69.607    .49224
   1.01905    70.425    .43578
   1.01905    71.244    .37370
   1.01905    74.560    .58250
   1.01905    76.443    .68268
   1.01905    78.325    .68499
   1.01905    79.962    .64313
   1.01905    80.781    .63101
   1.01905    81.599    .62226
   1.01905    82.418    .61653
   1.01905    83.236    .61448
   1.01905    84.873    .60343
   1.01905    86.510    .58892
   1.01905    87.329    .57227
   1.01905    87.738    .57367
   1.01905    88.147    .57500
   1.01905    88.557    .58024
   1.01905    88.770    .58211
   1.01905    88.966    .58447
   1.01905    89.179    .58572
   1.01905    89.375    .58806
   1.01905    89.784    .59657
   1.01905    91.422    .63259
   1.01905    92.240    .64130
   1.01905    93.059    .64889
   1.01905    93.877    .66117
   1.01905    94.696    .66785
   1.01905    96.333    .66667
   1.01905    97.970    .65460
   1.01905    99.607    .65744
   1.01905   100.425    .66027
   1.01905   101.244    .66321
   1.01905   104.560    .66269

